CP015625.1,BaApis_BBC0122.fna
MDVC01000105.1,SnAlvi_App48.fna
MDVC01000106.1,SnAlvi_App48.fna
MDVC01000107.1,SnAlvi_App48.fna
MDVC01000108.1,SnAlvi_App48.fna
MDVC01000109.1,SnAlvi_App48.fna
MDVC01000110.1,SnAlvi_App48.fna
MDVC01000111.1,SnAlvi_App48.fna
MDVC01000112.1,SnAlvi_App48.fna
MDVC01000113.1,SnAlvi_App48.fna
MDVC01000114.1,SnAlvi_App48.fna
MDVC01000115.1,SnAlvi_App48.fna
MDVD01000001.1,SnAlvi_App64.fna
MDVD01000002.1,SnAlvi_App64.fna
MDVD01000003.1,SnAlvi_App64.fna
MDVD01000004.1,SnAlvi_App64.fna
MDVD01000005.1,SnAlvi_App64.fna
MDVD01000006.1,SnAlvi_App64.fna
MDVD01000007.1,SnAlvi_App64.fna
MDVD01000008.1,SnAlvi_App64.fna
MDVD01000009.1,SnAlvi_App64.fna
MDVD01000010.1,SnAlvi_App64.fna
MDVD01000011.1,SnAlvi_App64.fna
MDVD01000012.1,SnAlvi_App64.fna
MDVD01000013.1,SnAlvi_App64.fna
MDVD01000014.1,SnAlvi_App64.fna
MDVD01000015.1,SnAlvi_App64.fna
MDVD01000016.1,SnAlvi_App64.fna
MDVD01000017.1,SnAlvi_App64.fna
MDVD01000018.1,SnAlvi_App64.fna
MDVD01000019.1,SnAlvi_App64.fna
MDVD01000020.1,SnAlvi_App64.fna
MDVD01000021.1,SnAlvi_App64.fna
MDVD01000022.1,SnAlvi_App64.fna
MDVD01000023.1,SnAlvi_App64.fna
MDVD01000024.1,SnAlvi_App64.fna
MDVD01000025.1,SnAlvi_App64.fna
MDVD01000026.1,SnAlvi_App64.fna
MDVD01000027.1,SnAlvi_App64.fna
MDVD01000028.1,SnAlvi_App64.fna
MDVD01000029.1,SnAlvi_App64.fna
MDVD01000030.1,SnAlvi_App64.fna
MDVD01000031.1,SnAlvi_App64.fna
MDVD01000032.1,SnAlvi_App64.fna
MDVD01000033.1,SnAlvi_App64.fna
MDVD01000034.1,SnAlvi_App64.fna
MDVD01000035.1,SnAlvi_App64.fna
MDVD01000036.1,SnAlvi_App64.fna
MDVD01000037.1,SnAlvi_App64.fna
MDVD01000038.1,SnAlvi_App64.fna
MDVD01000039.1,SnAlvi_App64.fna
MDVD01000040.1,SnAlvi_App64.fna
MDVD01000041.1,SnAlvi_App64.fna
MDVD01000042.1,SnAlvi_App64.fna
MDVD01000043.1,SnAlvi_App64.fna
MDVD01000044.1,SnAlvi_App64.fna
MDVD01000045.1,SnAlvi_App64.fna
MDVD01000046.1,SnAlvi_App64.fna
MDVD01000047.1,SnAlvi_App64.fna
MDVD01000048.1,SnAlvi_App64.fna
MDVD01000049.1,SnAlvi_App64.fna
MDVD01000050.1,SnAlvi_App64.fna
MDVD01000051.1,SnAlvi_App64.fna
MDVD01000052.1,SnAlvi_App64.fna
MDVD01000053.1,SnAlvi_App64.fna
MDVD01000054.1,SnAlvi_App64.fna
MDVD01000055.1,SnAlvi_App64.fna
MDVD01000056.1,SnAlvi_App64.fna
MDVD01000057.1,SnAlvi_App64.fna
MDVD01000058.1,SnAlvi_App64.fna
MDVD01000059.1,SnAlvi_App64.fna
MDVD01000060.1,SnAlvi_App64.fna
MDVD01000061.1,SnAlvi_App64.fna
MDVD01000062.1,SnAlvi_App64.fna
MDVD01000063.1,SnAlvi_App64.fna
MDVD01000064.1,SnAlvi_App64.fna
MDVD01000065.1,SnAlvi_App64.fna
MDVD01000066.1,SnAlvi_App64.fna
MDVD01000067.1,SnAlvi_App64.fna
MDVD01000068.1,SnAlvi_App64.fna
MDVD01000069.1,SnAlvi_App64.fna
MDVD01000070.1,SnAlvi_App64.fna
MDVD01000071.1,SnAlvi_App64.fna
MDVD01000072.1,SnAlvi_App64.fna
MDVD01000073.1,SnAlvi_App64.fna
MDVD01000074.1,SnAlvi_App64.fna
MDVD01000075.1,SnAlvi_App64.fna
MDVD01000076.1,SnAlvi_App64.fna
MDVD01000077.1,SnAlvi_App64.fna
MDVD01000078.1,SnAlvi_App64.fna
MDVD01000079.1,SnAlvi_App64.fna
MDVD01000080.1,SnAlvi_App64.fna
MDVD01000081.1,SnAlvi_App64.fna
MDVD01000082.1,SnAlvi_App64.fna
MDVD01000083.1,SnAlvi_App64.fna
MDVD01000084.1,SnAlvi_App64.fna
MDVD01000085.1,SnAlvi_App64.fna
MDVD01000086.1,SnAlvi_App64.fna
MDVD01000087.1,SnAlvi_App64.fna
MDVD01000088.1,SnAlvi_App64.fna
MDVD01000089.1,SnAlvi_App64.fna
MDVD01000090.1,SnAlvi_App64.fna
MDVD01000091.1,SnAlvi_App64.fna
MDVD01000092.1,SnAlvi_App64.fna
MDVD01000093.1,SnAlvi_App64.fna
MDVD01000094.1,SnAlvi_App64.fna
MDVD01000095.1,SnAlvi_App64.fna
MDVD01000096.1,SnAlvi_App64.fna
MDVD01000097.1,SnAlvi_App64.fna
MDVD01000098.1,SnAlvi_App64.fna
MDVD01000099.1,SnAlvi_App64.fna
MDVD01000100.1,SnAlvi_App64.fna
MDVD01000101.1,SnAlvi_App64.fna
MDVD01000102.1,SnAlvi_App64.fna
MDVD01000103.1,SnAlvi_App64.fna
MDVD01000104.1,SnAlvi_App64.fna
MDVD01000105.1,SnAlvi_App64.fna
MDVD01000106.1,SnAlvi_App64.fna
MDVD01000107.1,SnAlvi_App64.fna
MDVD01000108.1,SnAlvi_App64.fna
NAGW01000088.1,SnAlvi_Aw18.fna
NAGW01000079.1,SnAlvi_Aw18.fna
NAGW01000078.1,SnAlvi_Aw18.fna
NAGW01000077.1,SnAlvi_Aw18.fna
NAGW01000004.1,SnAlvi_Aw18.fna
NAGW01000003.1,SnAlvi_Aw18.fna
NAGW01000076.1,SnAlvi_Aw18.fna
NAGW01000002.1,SnAlvi_Aw18.fna
NAGW01000001.1,SnAlvi_Aw18.fna
NAGW01000075.1,SnAlvi_Aw18.fna
NAGW01000074.1,SnAlvi_Aw18.fna
NAGW01000073.1,SnAlvi_Aw18.fna
NAGW01000072.1,SnAlvi_Aw18.fna
NAGW01000071.1,SnAlvi_Aw18.fna
NAGW01000070.1,SnAlvi_Aw18.fna
NAGW01000087.1,SnAlvi_Aw18.fna
NAGW01000069.1,SnAlvi_Aw18.fna
NAGW01000068.1,SnAlvi_Aw18.fna
NAGW01000067.1,SnAlvi_Aw18.fna
NAGW01000066.1,SnAlvi_Aw18.fna
NAGW01000065.1,SnAlvi_Aw18.fna
NAGW01000064.1,SnAlvi_Aw18.fna
NAGW01000063.1,SnAlvi_Aw18.fna
NAGW01000062.1,SnAlvi_Aw18.fna
NAGW01000061.1,SnAlvi_Aw18.fna
NAGW01000060.1,SnAlvi_Aw18.fna
NAGW01000086.1,SnAlvi_Aw18.fna
NAGW01000059.1,SnAlvi_Aw18.fna
NAGW01000058.1,SnAlvi_Aw18.fna
NAGW01000057.1,SnAlvi_Aw18.fna
NAGW01000056.1,SnAlvi_Aw18.fna
NAGW01000055.1,SnAlvi_Aw18.fna
NAGW01000054.1,SnAlvi_Aw18.fna
NAGW01000053.1,SnAlvi_Aw18.fna
NAGW01000052.1,SnAlvi_Aw18.fna
NAGW01000051.1,SnAlvi_Aw18.fna
NAGW01000050.1,SnAlvi_Aw18.fna
NAGW01000085.1,SnAlvi_Aw18.fna
NAGW01000049.1,SnAlvi_Aw18.fna
NAGW01000048.1,SnAlvi_Aw18.fna
NAGW01000047.1,SnAlvi_Aw18.fna
NAGW01000046.1,SnAlvi_Aw18.fna
NAGW01000045.1,SnAlvi_Aw18.fna
NAGW01000044.1,SnAlvi_Aw18.fna
NAGW01000043.1,SnAlvi_Aw18.fna
NAGW01000042.1,SnAlvi_Aw18.fna
NAGW01000041.1,SnAlvi_Aw18.fna
NAGW01000040.1,SnAlvi_Aw18.fna
NAGW01000084.1,SnAlvi_Aw18.fna
NAGW01000039.1,SnAlvi_Aw18.fna
NAGW01000038.1,SnAlvi_Aw18.fna
NAGW01000037.1,SnAlvi_Aw18.fna
NAGW01000036.1,SnAlvi_Aw18.fna
NAGW01000035.1,SnAlvi_Aw18.fna
NAGW01000034.1,SnAlvi_Aw18.fna
NAGW01000033.1,SnAlvi_Aw18.fna
NAGW01000032.1,SnAlvi_Aw18.fna
NAGW01000031.1,SnAlvi_Aw18.fna
NAGW01000030.1,SnAlvi_Aw18.fna
NAGW01000083.1,SnAlvi_Aw18.fna
NAGW01000029.1,SnAlvi_Aw18.fna
NAGW01000028.1,SnAlvi_Aw18.fna
NAGW01000027.1,SnAlvi_Aw18.fna
NAGW01000026.1,SnAlvi_Aw18.fna
NAGW01000025.1,SnAlvi_Aw18.fna
NAGW01000024.1,SnAlvi_Aw18.fna
NAGW01000023.1,SnAlvi_Aw18.fna
NAGW01000022.1,SnAlvi_Aw18.fna
NAGW01000021.1,SnAlvi_Aw18.fna
NAGW01000020.1,SnAlvi_Aw18.fna
NAGW01000082.1,SnAlvi_Aw18.fna
NAGW01000019.1,SnAlvi_Aw18.fna
NAGW01000018.1,SnAlvi_Aw18.fna
NAGW01000017.1,SnAlvi_Aw18.fna
NAGW01000016.1,SnAlvi_Aw18.fna
NAGW01000015.1,SnAlvi_Aw18.fna
NAGW01000014.1,SnAlvi_Aw18.fna
NAGW01000013.1,SnAlvi_Aw18.fna
NAGW01000012.1,SnAlvi_Aw18.fna
NAGW01000011.1,SnAlvi_Aw18.fna
NAGW01000010.1,SnAlvi_Aw18.fna
NAGW01000081.1,SnAlvi_Aw18.fna
NAGW01000009.1,SnAlvi_Aw18.fna
NAGW01000008.1,SnAlvi_Aw18.fna
NAGW01000007.1,SnAlvi_Aw18.fna
NAGW01000006.1,SnAlvi_Aw18.fna
NAGW01000080.1,SnAlvi_Aw18.fna
NAGW01000005.1,SnAlvi_Aw18.fna
MVDP01000065.1,SnAlvi_Aw20.fna
MVDP01000056.1,SnAlvi_Aw20.fna
MVDP01000055.1,SnAlvi_Aw20.fna
MVDP01000054.1,SnAlvi_Aw20.fna
MVDP01000053.1,SnAlvi_Aw20.fna
MVDP01000052.1,SnAlvi_Aw20.fna
MVDP01000051.1,SnAlvi_Aw20.fna
MVDP01000050.1,SnAlvi_Aw20.fna
MVDP01000049.1,SnAlvi_Aw20.fna
MVDP01000048.1,SnAlvi_Aw20.fna
MVDP01000047.1,SnAlvi_Aw20.fna
MVDP01000064.1,SnAlvi_Aw20.fna
MVDP01000046.1,SnAlvi_Aw20.fna
MVDP01000045.1,SnAlvi_Aw20.fna
MVDP01000044.1,SnAlvi_Aw20.fna
MVDP01000043.1,SnAlvi_Aw20.fna
MVDP01000042.1,SnAlvi_Aw20.fna
MVDP01000041.1,SnAlvi_Aw20.fna
MVDP01000040.1,SnAlvi_Aw20.fna
MVDP01000039.1,SnAlvi_Aw20.fna
MVDP01000038.1,SnAlvi_Aw20.fna
MVDP01000037.1,SnAlvi_Aw20.fna
MVDP01000063.1,SnAlvi_Aw20.fna
MVDP01000036.1,SnAlvi_Aw20.fna
MVDP01000035.1,SnAlvi_Aw20.fna
MVDP01000034.1,SnAlvi_Aw20.fna
MVDP01000033.1,SnAlvi_Aw20.fna
MVDP01000032.1,SnAlvi_Aw20.fna
MVDP01000031.1,SnAlvi_Aw20.fna
MVDP01000030.1,SnAlvi_Aw20.fna
MVDP01000029.1,SnAlvi_Aw20.fna
MVDP01000028.1,SnAlvi_Aw20.fna
MVDP01000027.1,SnAlvi_Aw20.fna
MVDP01000062.1,SnAlvi_Aw20.fna
MVDP01000026.1,SnAlvi_Aw20.fna
MVDP01000025.1,SnAlvi_Aw20.fna
MVDP01000024.1,SnAlvi_Aw20.fna
MVDP01000023.1,SnAlvi_Aw20.fna
MVDP01000022.1,SnAlvi_Aw20.fna
MVDP01000021.1,SnAlvi_Aw20.fna
MVDP01000020.1,SnAlvi_Aw20.fna
MVDP01000019.1,SnAlvi_Aw20.fna
MVDP01000018.1,SnAlvi_Aw20.fna
MVDP01000017.1,SnAlvi_Aw20.fna
MVDP01000061.1,SnAlvi_Aw20.fna
MVDP01000016.1,SnAlvi_Aw20.fna
MVDP01000015.1,SnAlvi_Aw20.fna
MVDP01000014.1,SnAlvi_Aw20.fna
MVDP01000013.1,SnAlvi_Aw20.fna
MVDP01000012.1,SnAlvi_Aw20.fna
MVDP01000011.1,SnAlvi_Aw20.fna
MVDP01000010.1,SnAlvi_Aw20.fna
MVDP01000009.1,SnAlvi_Aw20.fna
MVDP01000008.1,SnAlvi_Aw20.fna
MVDP01000007.1,SnAlvi_Aw20.fna
MVDP01000060.1,SnAlvi_Aw20.fna
MVDP01000006.1,SnAlvi_Aw20.fna
MVDP01000005.1,SnAlvi_Aw20.fna
MVDP01000004.1,SnAlvi_Aw20.fna
MVDP01000059.1,SnAlvi_Aw20.fna
MVDP01000058.1,SnAlvi_Aw20.fna
MVDP01000003.1,SnAlvi_Aw20.fna
MVDP01000002.1,SnAlvi_Aw20.fna
MVDP01000057.1,SnAlvi_Aw20.fna
MVDP01000001.1,SnAlvi_Aw20.fna
NXEN01000131.1,SnAlvi_E1.fna
NXEN01000102.1,SnAlvi_E1.fna
NXEN01000065.1,SnAlvi_E1.fna
NXEN01000074.1,SnAlvi_E1.fna
NXEN01000124.1,SnAlvi_E1.fna
NXEN01000077.1,SnAlvi_E1.fna
NXEN01000012.1,SnAlvi_E1.fna
NXEN01000023.1,SnAlvi_E1.fna
NXEN01000097.1,SnAlvi_E1.fna
NXEN01000141.1,SnAlvi_E1.fna
NXEN01000018.1,SnAlvi_E1.fna
NXEN01000114.1,SnAlvi_E1.fna
NXEN01000108.1,SnAlvi_E1.fna
NXEN01000059.1,SnAlvi_E1.fna
NXEN01000011.1,SnAlvi_E1.fna
NXEN01000063.1,SnAlvi_E1.fna
NXEN01000079.1,SnAlvi_E1.fna
NXEN01000115.1,SnAlvi_E1.fna
NXEN01000137.1,SnAlvi_E1.fna
NXEN01000075.1,SnAlvi_E1.fna
NXEN01000003.1,SnAlvi_E1.fna
NXEN01000117.1,SnAlvi_E1.fna
NXEN01000099.1,SnAlvi_E1.fna
NXEN01000051.1,SnAlvi_E1.fna
NXEN01000143.1,SnAlvi_E1.fna
NXEN01000056.1,SnAlvi_E1.fna
NXEN01000130.1,SnAlvi_E1.fna
NXEN01000151.1,SnAlvi_E1.fna
NXEN01000132.1,SnAlvi_E1.fna
NXEN01000047.1,SnAlvi_E1.fna
NXEN01000094.1,SnAlvi_E1.fna
NXEN01000133.1,SnAlvi_E1.fna
NXEN01000055.1,SnAlvi_E1.fna
NXEN01000105.1,SnAlvi_E1.fna
NXEN01000036.1,SnAlvi_E1.fna
NXEN01000069.1,SnAlvi_E1.fna
NXEN01000148.1,SnAlvi_E1.fna
NXEN01000043.1,SnAlvi_E1.fna
NXEN01000014.1,SnAlvi_E1.fna
NXEN01000138.1,SnAlvi_E1.fna
NXEN01000050.1,SnAlvi_E1.fna
NXEN01000111.1,SnAlvi_E1.fna
NXEN01000025.1,SnAlvi_E1.fna
NXEN01000033.1,SnAlvi_E1.fna
NXEN01000004.1,SnAlvi_E1.fna
NXEN01000116.1,SnAlvi_E1.fna
NXEN01000080.1,SnAlvi_E1.fna
NXEN01000048.1,SnAlvi_E1.fna
NXEN01000153.1,SnAlvi_E1.fna
NXEN01000100.1,SnAlvi_E1.fna
NXEN01000032.1,SnAlvi_E1.fna
NXEN01000103.1,SnAlvi_E1.fna
NXEN01000104.1,SnAlvi_E1.fna
NXEN01000042.1,SnAlvi_E1.fna
NXEN01000068.1,SnAlvi_E1.fna
NXEN01000031.1,SnAlvi_E1.fna
NXEN01000156.1,SnAlvi_E1.fna
NXEN01000071.1,SnAlvi_E1.fna
NXEN01000150.1,SnAlvi_E1.fna
NXEN01000066.1,SnAlvi_E1.fna
NXEN01000135.1,SnAlvi_E1.fna
NXEN01000028.1,SnAlvi_E1.fna
NXEN01000088.1,SnAlvi_E1.fna
NXEN01000095.1,SnAlvi_E1.fna
NXEN01000113.1,SnAlvi_E1.fna
NXEN01000061.1,SnAlvi_E1.fna
NXEN01000118.1,SnAlvi_E1.fna
NXEN01000067.1,SnAlvi_E1.fna
NXEN01000086.1,SnAlvi_E1.fna
NXEN01000089.1,SnAlvi_E1.fna
NXEN01000034.1,SnAlvi_E1.fna
NXEN01000037.1,SnAlvi_E1.fna
NXEN01000142.1,SnAlvi_E1.fna
NXEN01000101.1,SnAlvi_E1.fna
NXEN01000008.1,SnAlvi_E1.fna
NXEN01000026.1,SnAlvi_E1.fna
NXEN01000091.1,SnAlvi_E1.fna
NXEN01000119.1,SnAlvi_E1.fna
NXEN01000064.1,SnAlvi_E1.fna
NXEN01000154.1,SnAlvi_E1.fna
NXEN01000070.1,SnAlvi_E1.fna
NXEN01000049.1,SnAlvi_E1.fna
NXEN01000127.1,SnAlvi_E1.fna
NXEN01000009.1,SnAlvi_E1.fna
NXEN01000084.1,SnAlvi_E1.fna
NXEN01000092.1,SnAlvi_E1.fna
NXEN01000007.1,SnAlvi_E1.fna
NXEN01000060.1,SnAlvi_E1.fna
NXEN01000081.1,SnAlvi_E1.fna
NXEN01000146.1,SnAlvi_E1.fna
NXEN01000041.1,SnAlvi_E1.fna
NXEN01000078.1,SnAlvi_E1.fna
NXEN01000040.1,SnAlvi_E1.fna
NXEN01000020.1,SnAlvi_E1.fna
NXEN01000076.1,SnAlvi_E1.fna
NXEN01000073.1,SnAlvi_E1.fna
NXEN01000126.1,SnAlvi_E1.fna
NXEN01000062.1,SnAlvi_E1.fna
NXEN01000013.1,SnAlvi_E1.fna
NXEN01000087.1,SnAlvi_E1.fna
NXEN01000024.1,SnAlvi_E1.fna
NXEN01000093.1,SnAlvi_E1.fna
NXEN01000096.1,SnAlvi_E1.fna
NXEN01000052.1,SnAlvi_E1.fna
NXEN01000002.1,SnAlvi_E1.fna
NXEN01000112.1,SnAlvi_E1.fna
NXEN01000005.1,SnAlvi_E1.fna
NXEN01000139.1,SnAlvi_E1.fna
NXEN01000029.1,SnAlvi_E1.fna
NXEN01000106.1,SnAlvi_E1.fna
NXEN01000039.1,SnAlvi_E1.fna
NXEN01000021.1,SnAlvi_E1.fna
NXEN01000046.1,SnAlvi_E1.fna
NXEN01000090.1,SnAlvi_E1.fna
NXEN01000144.1,SnAlvi_E1.fna
NXEN01000082.1,SnAlvi_E1.fna
NXEN01000035.1,SnAlvi_E1.fna
NXEN01000010.1,SnAlvi_E1.fna
NXEN01000006.1,SnAlvi_E1.fna
NXEN01000145.1,SnAlvi_E1.fna
NXEN01000045.1,SnAlvi_E1.fna
NXEN01000149.1,SnAlvi_E1.fna
NXEN01000022.1,SnAlvi_E1.fna
NXEN01000027.1,SnAlvi_E1.fna
NXEN01000109.1,SnAlvi_E1.fna
NXEN01000125.1,SnAlvi_E1.fna
NXEN01000058.1,SnAlvi_E1.fna
NXEN01000083.1,SnAlvi_E1.fna
NXEN01000015.1,SnAlvi_E1.fna
NXEN01000110.1,SnAlvi_E1.fna
NXEN01000030.1,SnAlvi_E1.fna
NXEN01000120.1,SnAlvi_E1.fna
NXEN01000123.1,SnAlvi_E1.fna
NXEN01000044.1,SnAlvi_E1.fna
NXEN01000107.1,SnAlvi_E1.fna
NXEN01000136.1,SnAlvi_E1.fna
NXEN01000053.1,SnAlvi_E1.fna
NXEN01000152.1,SnAlvi_E1.fna
NXEN01000072.1,SnAlvi_E1.fna
NXEN01000140.1,SnAlvi_E1.fna
NXEN01000019.1,SnAlvi_E1.fna
NXEN01000121.1,SnAlvi_E1.fna
NXEN01000038.1,SnAlvi_E1.fna
NXEN01000085.1,SnAlvi_E1.fna
NXEN01000057.1,SnAlvi_E1.fna
NXEN01000001.1,SnAlvi_E1.fna
NXEN01000155.1,SnAlvi_E1.fna
NXEN01000128.1,SnAlvi_E1.fna
NXEN01000054.1,SnAlvi_E1.fna
NXEN01000016.1,SnAlvi_E1.fna
NXEN01000017.1,SnAlvi_E1.fna
NXEN01000134.1,SnAlvi_E1.fna
NXEN01000098.1,SnAlvi_E1.fna
NXEN01000147.1,SnAlvi_E1.fna
NXEN01000122.1,SnAlvi_E1.fna
NXEN01000129.1,SnAlvi_E1.fna
QGLS01000001.1,SnAlvi_ESL0196.fna
QGLS01000002.1,SnAlvi_ESL0196.fna
QGLS01000003.1,SnAlvi_ESL0196.fna
QGLS01000004.1,SnAlvi_ESL0196.fna
QGLS01000005.1,SnAlvi_ESL0196.fna
QGLS01000006.1,SnAlvi_ESL0196.fna
QGLS01000007.1,SnAlvi_ESL0196.fna
QGLS01000008.1,SnAlvi_ESL0196.fna
QGLS01000009.1,SnAlvi_ESL0196.fna
QGLS01000010.1,SnAlvi_ESL0196.fna
QGLS01000011.1,SnAlvi_ESL0196.fna
QGLS01000012.1,SnAlvi_ESL0196.fna
QGLS01000013.1,SnAlvi_ESL0196.fna
QGLS01000014.1,SnAlvi_ESL0196.fna
QGLS01000015.1,SnAlvi_ESL0196.fna
MDVE01000001.1,SnAlvi_Fer12.fna
MDVE01000002.1,SnAlvi_Fer12.fna
MDVE01000003.1,SnAlvi_Fer12.fna
MDVE01000004.1,SnAlvi_Fer12.fna
MDVE01000005.1,SnAlvi_Fer12.fna
MDVE01000006.1,SnAlvi_Fer12.fna
MDVE01000007.1,SnAlvi_Fer12.fna
MDVE01000008.1,SnAlvi_Fer12.fna
MDVE01000009.1,SnAlvi_Fer12.fna
MDVE01000010.1,SnAlvi_Fer12.fna
MDVE01000011.1,SnAlvi_Fer12.fna
MDVE01000012.1,SnAlvi_Fer12.fna
MDVE01000013.1,SnAlvi_Fer12.fna
MDVE01000014.1,SnAlvi_Fer12.fna
MDVE01000015.1,SnAlvi_Fer12.fna
MDVE01000016.1,SnAlvi_Fer12.fna
MDVE01000017.1,SnAlvi_Fer12.fna
MDVE01000018.1,SnAlvi_Fer12.fna
MDVE01000019.1,SnAlvi_Fer12.fna
MDVE01000020.1,SnAlvi_Fer12.fna
MDVE01000021.1,SnAlvi_Fer12.fna
MDVE01000022.1,SnAlvi_Fer12.fna
MDVE01000023.1,SnAlvi_Fer12.fna
MDVE01000024.1,SnAlvi_Fer12.fna
MDVE01000025.1,SnAlvi_Fer12.fna
MDVE01000026.1,SnAlvi_Fer12.fna
MDVE01000027.1,SnAlvi_Fer12.fna
MDVE01000028.1,SnAlvi_Fer12.fna
MDVE01000029.1,SnAlvi_Fer12.fna
MDVE01000030.1,SnAlvi_Fer12.fna
MDVE01000031.1,SnAlvi_Fer12.fna
MDVE01000032.1,SnAlvi_Fer12.fna
MDVE01000033.1,SnAlvi_Fer12.fna
MDVE01000034.1,SnAlvi_Fer12.fna
MDVE01000035.1,SnAlvi_Fer12.fna
MDVE01000036.1,SnAlvi_Fer12.fna
MDVE01000037.1,SnAlvi_Fer12.fna
MDVE01000038.1,SnAlvi_Fer12.fna
MDVE01000039.1,SnAlvi_Fer12.fna
MDVE01000040.1,SnAlvi_Fer12.fna
MDVE01000041.1,SnAlvi_Fer12.fna
MDVE01000042.1,SnAlvi_Fer12.fna
MDVE01000043.1,SnAlvi_Fer12.fna
MDVE01000044.1,SnAlvi_Fer12.fna
MDVE01000045.1,SnAlvi_Fer12.fna
MDVE01000046.1,SnAlvi_Fer12.fna
MDVE01000047.1,SnAlvi_Fer12.fna
MDVE01000048.1,SnAlvi_Fer12.fna
MDVE01000049.1,SnAlvi_Fer12.fna
MDVE01000050.1,SnAlvi_Fer12.fna
MDVE01000051.1,SnAlvi_Fer12.fna
MDVE01000052.1,SnAlvi_Fer12.fna
MDVE01000053.1,SnAlvi_Fer12.fna
MDVE01000054.1,SnAlvi_Fer12.fna
MDVE01000055.1,SnAlvi_Fer12.fna
MDVE01000056.1,SnAlvi_Fer12.fna
MDVE01000057.1,SnAlvi_Fer12.fna
MDVE01000058.1,SnAlvi_Fer12.fna
MDVE01000059.1,SnAlvi_Fer12.fna
MDVE01000060.1,SnAlvi_Fer12.fna
MDVE01000061.1,SnAlvi_Fer12.fna
MDVE01000062.1,SnAlvi_Fer12.fna
MDVE01000063.1,SnAlvi_Fer12.fna
MDVE01000064.1,SnAlvi_Fer12.fna
MDVE01000065.1,SnAlvi_Fer12.fna
MDVE01000066.1,SnAlvi_Fer12.fna
MDVF01000001.1,SnAlvi_Fer22.fna
MDVF01000002.1,SnAlvi_Fer22.fna
MDVF01000003.1,SnAlvi_Fer22.fna
MDVF01000004.1,SnAlvi_Fer22.fna
MDVF01000005.1,SnAlvi_Fer22.fna
MDVF01000006.1,SnAlvi_Fer22.fna
MDVF01000007.1,SnAlvi_Fer22.fna
MDVF01000008.1,SnAlvi_Fer22.fna
MDVF01000009.1,SnAlvi_Fer22.fna
MDVF01000010.1,SnAlvi_Fer22.fna
MDVF01000011.1,SnAlvi_Fer22.fna
MDVF01000012.1,SnAlvi_Fer22.fna
MDVF01000013.1,SnAlvi_Fer22.fna
MDVF01000014.1,SnAlvi_Fer22.fna
MDVF01000015.1,SnAlvi_Fer22.fna
MDVF01000016.1,SnAlvi_Fer22.fna
MDVF01000017.1,SnAlvi_Fer22.fna
MDVF01000018.1,SnAlvi_Fer22.fna
MDVF01000019.1,SnAlvi_Fer22.fna
MDVF01000020.1,SnAlvi_Fer22.fna
MDVF01000021.1,SnAlvi_Fer22.fna
MDVF01000022.1,SnAlvi_Fer22.fna
MDVF01000023.1,SnAlvi_Fer22.fna
MDVF01000024.1,SnAlvi_Fer22.fna
MDVF01000025.1,SnAlvi_Fer22.fna
MDVF01000026.1,SnAlvi_Fer22.fna
MDVF01000027.1,SnAlvi_Fer22.fna
MDVF01000028.1,SnAlvi_Fer22.fna
MDVF01000029.1,SnAlvi_Fer22.fna
MDVF01000030.1,SnAlvi_Fer22.fna
MDVF01000031.1,SnAlvi_Fer22.fna
MDVF01000032.1,SnAlvi_Fer22.fna
MDVF01000033.1,SnAlvi_Fer22.fna
MDVF01000034.1,SnAlvi_Fer22.fna
MDVF01000035.1,SnAlvi_Fer22.fna
MDVF01000036.1,SnAlvi_Fer22.fna
MDVF01000037.1,SnAlvi_Fer22.fna
MDVF01000038.1,SnAlvi_Fer22.fna
MDVF01000039.1,SnAlvi_Fer22.fna
MDVF01000040.1,SnAlvi_Fer22.fna
MDVF01000041.1,SnAlvi_Fer22.fna
MDVF01000042.1,SnAlvi_Fer22.fna
MDVF01000043.1,SnAlvi_Fer22.fna
MDVF01000044.1,SnAlvi_Fer22.fna
MDVF01000045.1,SnAlvi_Fer22.fna
MDVF01000046.1,SnAlvi_Fer22.fna
MDVF01000047.1,SnAlvi_Fer22.fna
MDVF01000048.1,SnAlvi_Fer22.fna
MDVF01000049.1,SnAlvi_Fer22.fna
MDVF01000050.1,SnAlvi_Fer22.fna
MDVF01000051.1,SnAlvi_Fer22.fna
MDVF01000052.1,SnAlvi_Fer22.fna
MDVF01000053.1,SnAlvi_Fer22.fna
MDVG01000001.1,SnAlvi_Fer42.fna
MDVG01000002.1,SnAlvi_Fer42.fna
MDVG01000003.1,SnAlvi_Fer42.fna
MDVG01000004.1,SnAlvi_Fer42.fna
MDVG01000005.1,SnAlvi_Fer42.fna
MDVG01000006.1,SnAlvi_Fer42.fna
MDVG01000007.1,SnAlvi_Fer42.fna
MDVG01000008.1,SnAlvi_Fer42.fna
MDVG01000009.1,SnAlvi_Fer42.fna
MDVG01000010.1,SnAlvi_Fer42.fna
MDVG01000011.1,SnAlvi_Fer42.fna
MDVG01000012.1,SnAlvi_Fer42.fna
MDVG01000013.1,SnAlvi_Fer42.fna
MDVG01000014.1,SnAlvi_Fer42.fna
MDVG01000015.1,SnAlvi_Fer42.fna
MDVG01000016.1,SnAlvi_Fer42.fna
MDVG01000017.1,SnAlvi_Fer42.fna
MDVG01000018.1,SnAlvi_Fer42.fna
