protein	phage_seq	prot_num
MEIX01000067.1||full__00040	MEIX01000067.1||full	40
MEIX01000067.1||full__00041	MEIX01000067.1||full	41
MEIX01000067.1||full__00042	MEIX01000067.1||full	42
MEIX01000067.1||full__00043	MEIX01000067.1||full	43
MEIX01000091.1||full_1__00001	MEIX01000091.1||full_1	1
MEIX01000091.1||full_1__00002	MEIX01000091.1||full_1	2
MEIX01000091.1||full_1__00003	MEIX01000091.1||full_1	3
MEIX01000091.1||full_1__00004	MEIX01000091.1||full_1	4
MEIX01000091.1||full_1__00005	MEIX01000091.1||full_1	5
MEIX01000091.1||full_1__00006	MEIX01000091.1||full_1	6
MEIX01000091.1||full_1__00007	MEIX01000091.1||full_1	7
MEIX01000091.1||full_1__00008	MEIX01000091.1||full_1	8
MEIX01000091.1||full_1__00009	MEIX01000091.1||full_1	9
MEIX01000091.1||full_1__00010	MEIX01000091.1||full_1	10
MEIX01000091.1||full_1__00011	MEIX01000091.1||full_1	11
MEIX01000091.1||full_1__00012	MEIX01000091.1||full_1	12
MEIX01000091.1||full_1__00013	MEIX01000091.1||full_1	13
MEIX01000091.1||full_1__00014	MEIX01000091.1||full_1	14
MEIX01000091.1||full_1__00015	MEIX01000091.1||full_1	15
MEIX01000091.1||full_1__00016	MEIX01000091.1||full_1	16
MEIX01000091.1||full_1__00017	MEIX01000091.1||full_1	17
MEIX01000091.1||full_1__00018	MEIX01000091.1||full_1	18
MEIX01000091.1||full_1__00019	MEIX01000091.1||full_1	19
MEIX01000091.1||full_1__00020	MEIX01000091.1||full_1	20
MEIX01000091.1||full_1__00021	MEIX01000091.1||full_1	21
MEIX01000091.1||full_1__00022	MEIX01000091.1||full_1	22
MEIX01000091.1||full_1__00023	MEIX01000091.1||full_1	23
MEIX01000091.1||full_1__00024	MEIX01000091.1||full_1	24
MEIX01000091.1||full_1__00025	MEIX01000091.1||full_1	25
MEIX01000091.1||full_1__00026	MEIX01000091.1||full_1	26
MEIX01000091.1||full_1__00027	MEIX01000091.1||full_1	27
MEIX01000091.1||full_1__00028	MEIX01000091.1||full_1	28
MEIX01000091.1||full_1__00029	MEIX01000091.1||full_1	29
MEIX01000091.1||full_1__00030	MEIX01000091.1||full_1	30
MEIX01000091.1||full_1__00031	MEIX01000091.1||full_1	31
MEIX01000091.1||full_1__00032	MEIX01000091.1||full_1	32
MEIX01000091.1||full_1__00033	MEIX01000091.1||full_1	33
MEIX01000091.1||full_1__00034	MEIX01000091.1||full_1	34
MEIX01000091.1||full_1__00035	MEIX01000091.1||full_1	35
MEJG01000001.1||0_partial_1__00001	MEJG01000001.1||0_partial_1	1
MEJG01000001.1||0_partial_1__00002	MEJG01000001.1||0_partial_1	2
MEJG01000001.1||0_partial_1__00003	MEJG01000001.1||0_partial_1	3
MEJG01000001.1||0_partial_1__00004	MEJG01000001.1||0_partial_1	4
MEJG01000001.1||0_partial_1__00005	MEJG01000001.1||0_partial_1	5
MEJG01000001.1||0_partial_1__00006	MEJG01000001.1||0_partial_1	6
MEJG01000001.1||0_partial_1__00007	MEJG01000001.1||0_partial_1	7
MEJG01000001.1||0_partial_1__00008	MEJG01000001.1||0_partial_1	8
MEJG01000001.1||0_partial_1__00009	MEJG01000001.1||0_partial_1	9
MEJG01000001.1||0_partial_1__00010	MEJG01000001.1||0_partial_1	10
MEJG01000001.1||0_partial_1__00011	MEJG01000001.1||0_partial_1	11
MEJG01000001.1||0_partial_1__00012	MEJG01000001.1||0_partial_1	12
MEJG01000001.1||0_partial_1__00013	MEJG01000001.1||0_partial_1	13
MEJG01000001.1||0_partial_1__00014	MEJG01000001.1||0_partial_1	14
MEJG01000001.1||0_partial_1__00015	MEJG01000001.1||0_partial_1	15
MEJG01000001.1||0_partial_1__00016	MEJG01000001.1||0_partial_1	16
MEJG01000001.1||0_partial_1__00017	MEJG01000001.1||0_partial_1	17
MEJG01000001.1||0_partial_1__00018	MEJG01000001.1||0_partial_1	18
MEJG01000001.1||0_partial_1__00019	MEJG01000001.1||0_partial_1	19
MEJG01000001.1||0_partial_1__00020	MEJG01000001.1||0_partial_1	20
MEJG01000001.1||0_partial_1__00021	MEJG01000001.1||0_partial_1	21
MEJG01000001.1||0_partial_1__00022	MEJG01000001.1||0_partial_1	22
MEJG01000009.1||full__00001	MEJG01000009.1||full	1
MEJG01000009.1||full__00002	MEJG01000009.1||full	2
MEJG01000009.1||full__00003	MEJG01000009.1||full	3
MEJG01000009.1||full__00004	MEJG01000009.1||full	4
MEJG01000009.1||full__00005	MEJG01000009.1||full	5
MEJG01000009.1||full__00006	MEJG01000009.1||full	6
MEJG01000009.1||full__00007	MEJG01000009.1||full	7
MEJG01000009.1||full__00008	MEJG01000009.1||full	8
MEJG01000009.1||full__00009	MEJG01000009.1||full	9
MEJG01000009.1||full__00010	MEJG01000009.1||full	10
MEJG01000009.1||full__00011	MEJG01000009.1||full	11
MEJG01000009.1||full__00012	MEJG01000009.1||full	12
MEJG01000009.1||full__00013	MEJG01000009.1||full	13
MEJG01000009.1||full__00014	MEJG01000009.1||full	14
MEJG01000009.1||full__00015	MEJG01000009.1||full	15
MEJG01000009.1||full__00016	MEJG01000009.1||full	16
MEJG01000009.1||full__00017	MEJG01000009.1||full	17
MVDP01000030.1||0_partial__00001	MVDP01000030.1||0_partial	1
MVDP01000030.1||0_partial__00002	MVDP01000030.1||0_partial	2
MVDP01000030.1||0_partial__00003	MVDP01000030.1||0_partial	3
MVDP01000030.1||0_partial__00004	MVDP01000030.1||0_partial	4
MVDP01000030.1||0_partial__00005	MVDP01000030.1||0_partial	5
MVDP01000030.1||0_partial__00006	MVDP01000030.1||0_partial	6
MVDP01000030.1||0_partial__00007	MVDP01000030.1||0_partial	7
MVDP01000030.1||0_partial__00008	MVDP01000030.1||0_partial	8
MVDP01000030.1||0_partial__00009	MVDP01000030.1||0_partial	9
MVDP01000030.1||0_partial__00011	MVDP01000030.1||0_partial	11
MVDP01000030.1||0_partial__00012	MVDP01000030.1||0_partial	12
MVDP01000030.1||0_partial__00013	MVDP01000030.1||0_partial	13
MVDP01000030.1||0_partial__00014	MVDP01000030.1||0_partial	14
MVDP01000030.1||0_partial__00015	MVDP01000030.1||0_partial	15
MVDP01000030.1||0_partial__00016	MVDP01000030.1||0_partial	16
MVDP01000049.1||full_1__00001	MVDP01000049.1||full_1	1
MVDP01000049.1||full_1__00002	MVDP01000049.1||full_1	2
MVDP01000049.1||full_1__00003	MVDP01000049.1||full_1	3
MVDP01000049.1||full_1__00004	MVDP01000049.1||full_1	4
MVDP01000049.1||full_1__00005	MVDP01000049.1||full_1	5
MVDP01000049.1||full_1__00006	MVDP01000049.1||full_1	6
MVDP01000049.1||full_1__00007	MVDP01000049.1||full_1	7
MVDP01000049.1||full_1__00008	MVDP01000049.1||full_1	8
MVDP01000049.1||full_1__00009	MVDP01000049.1||full_1	9
MVDP01000049.1||full_1__00010	MVDP01000049.1||full_1	10
MVDP01000049.1||full_1__00011	MVDP01000049.1||full_1	11
MVDP01000049.1||full_1__00012	MVDP01000049.1||full_1	12
MVDP01000049.1||full_1__00013	MVDP01000049.1||full_1	13
MVDP01000049.1||full_1__00014	MVDP01000049.1||full_1	14
MVDP01000049.1||full_1__00015	MVDP01000049.1||full_1	15
MVDP01000049.1||full_1__00016	MVDP01000049.1||full_1	16
MVDP01000049.1||full_1__00017	MVDP01000049.1||full_1	17
MVDP01000049.1||full_1__00018	MVDP01000049.1||full_1	18
MVDP01000049.1||full_1__00019	MVDP01000049.1||full_1	19
MVDP01000049.1||full_1__00020	MVDP01000049.1||full_1	20
MVDP01000049.1||full_1__00021	MVDP01000049.1||full_1	21
MVDP01000049.1||full_1__00022	MVDP01000049.1||full_1	22
MVDP01000049.1||full_1__00023	MVDP01000049.1||full_1	23
MVDP01000049.1||full_1__00024	MVDP01000049.1||full_1	24
MVDP01000049.1||full_1__00025	MVDP01000049.1||full_1	25
MVDP01000049.1||full_1__00026	MVDP01000049.1||full_1	26
MVDP01000049.1||full_1__00027	MVDP01000049.1||full_1	27
MVDP01000049.1||full_1__00028	MVDP01000049.1||full_1	28
MVDP01000049.1||full_1__00029	MVDP01000049.1||full_1	29
MVDP01000049.1||full_1__00030	MVDP01000049.1||full_1	30
MVDP01000049.1||full_1__00031	MVDP01000049.1||full_1	31
MVDP01000049.1||full_1__00032	MVDP01000049.1||full_1	32
MVDP01000049.1||full_1__00033	MVDP01000049.1||full_1	33
MVDP01000049.1||full_1__00034	MVDP01000049.1||full_1	34
MVDP01000049.1||full_1__00035	MVDP01000049.1||full_1	35
MVDP01000049.1||full_1__00036	MVDP01000049.1||full_1	36
MVDP01000049.1||full_1__00037	MVDP01000049.1||full_1	37
MVDP01000049.1||full_1__00038	MVDP01000049.1||full_1	38
MVDP01000049.1||full_1__00039	MVDP01000049.1||full_1	39
MVDP01000049.1||full_1__00040	MVDP01000049.1||full_1	40
MVDP01000049.1||full_1__00041	MVDP01000049.1||full_1	41
MVDP01000049.1||full_1__00042	MVDP01000049.1||full_1	42
MVDP01000049.1||full_1__00043	MVDP01000049.1||full_1	43
MVDP01000049.1||full_1__00044	MVDP01000049.1||full_1	44
MVDP01000049.1||full_1__00045	MVDP01000049.1||full_1	45
MVDP01000049.1||full_1__00046	MVDP01000049.1||full_1	46
MVDP01000049.1||full_1__00047	MVDP01000049.1||full_1	47
MVDP01000049.1||full_1__00048	MVDP01000049.1||full_1	48
MVDP01000049.1||full_1__00049	MVDP01000049.1||full_1	49
MVDP01000049.1||full_1__00050	MVDP01000049.1||full_1	50
MVDP01000049.1||full_1__00051	MVDP01000049.1||full_1	51
MVDP01000049.1||full_1__00052	MVDP01000049.1||full_1	52
MVDP01000049.1||full_1__00053	MVDP01000049.1||full_1	53
MVDP01000049.1||full_1__00054	MVDP01000049.1||full_1	54
MVDP01000049.1||full_1__00055	MVDP01000049.1||full_1	55
MVDP01000049.1||full_1__00056	MVDP01000049.1||full_1	56
MVDP01000049.1||full_1__00057	MVDP01000049.1||full_1	57
MVDP01000049.1||full_1__00058	MVDP01000049.1||full_1	58
MVDP01000049.1||full_1__00059	MVDP01000049.1||full_1	59
MVDP01000049.1||full_1__00060	MVDP01000049.1||full_1	60
MVDP01000049.1||full_1__00061	MVDP01000049.1||full_1	61
MVDP01000049.1||full_1__00062	MVDP01000049.1||full_1	62
MVDP01000049.1||full_1__00063	MVDP01000049.1||full_1	63
MVDP01000049.1||full_1__00064	MVDP01000049.1||full_1	64
MVDP01000049.1||full_1__00065	MVDP01000049.1||full_1	65
MVDP01000049.1||full_1__00066	MVDP01000049.1||full_1	66
MVDP01000049.1||full_1__00067	MVDP01000049.1||full_1	67
MVDP01000049.1||full_1__00068	MVDP01000049.1||full_1	68
MVDP01000049.1||full_1__00069	MVDP01000049.1||full_1	69
MVDP01000049.1||full_1__00070	MVDP01000049.1||full_1	70
MVDP01000053.1||full_1__00001	MVDP01000053.1||full_1	1
MVDP01000053.1||full_1__00002	MVDP01000053.1||full_1	2
MVDP01000053.1||full_1__00003	MVDP01000053.1||full_1	3
MVDP01000053.1||full_1__00004	MVDP01000053.1||full_1	4
MVDP01000053.1||full_1__00005	MVDP01000053.1||full_1	5
MVDP01000053.1||full_1__00006	MVDP01000053.1||full_1	6
MVDP01000053.1||full_1__00007	MVDP01000053.1||full_1	7
MVDP01000053.1||full_1__00008	MVDP01000053.1||full_1	8
MVDP01000053.1||full_1__00009	MVDP01000053.1||full_1	9
MVDP01000053.1||full_1__00010	MVDP01000053.1||full_1	10
MVDP01000053.1||full_1__00011	MVDP01000053.1||full_1	11
MVDP01000053.1||full_1__00012	MVDP01000053.1||full_1	12
MVDP01000053.1||full_1__00013	MVDP01000053.1||full_1	13
MVDP01000053.1||full_1__00014	MVDP01000053.1||full_1	14
MVDP01000053.1||full_1__00015	MVDP01000053.1||full_1	15
MVDP01000053.1||full_1__00016	MVDP01000053.1||full_1	16
MVDP01000053.1||full_1__00017	MVDP01000053.1||full_1	17
MVDP01000053.1||full_1__00018	MVDP01000053.1||full_1	18
MVDP01000053.1||full_1__00019	MVDP01000053.1||full_1	19
MVDP01000053.1||full_1__00020	MVDP01000053.1||full_1	20
MVDP01000053.1||full_1__00021	MVDP01000053.1||full_1	21
MVDP01000053.1||full_1__00022	MVDP01000053.1||full_1	22
MVDP01000053.1||full_1__00023	MVDP01000053.1||full_1	23
MVDP01000053.1||full_1__00024	MVDP01000053.1||full_1	24
MVDP01000053.1||full_1__00025	MVDP01000053.1||full_1	25
MVDP01000053.1||full_1__00026	MVDP01000053.1||full_1	26
MVDP01000053.1||full_1__00027	MVDP01000053.1||full_1	27
MVDP01000053.1||full_1__00028	MVDP01000053.1||full_1	28
MVDP01000053.1||full_1__00029	MVDP01000053.1||full_1	29
MVDP01000053.1||full_1__00030	MVDP01000053.1||full_1	30
MVDP01000053.1||full_1__00031	MVDP01000053.1||full_1	31
MVDP01000053.1||full_1__00032	MVDP01000053.1||full_1	32
MVDP01000053.1||full_1__00033	MVDP01000053.1||full_1	33
MVDP01000053.1||full_1__00034	MVDP01000053.1||full_1	34
MVDP01000053.1||full_1__00035	MVDP01000053.1||full_1	35
MVDP01000053.1||full_1__00036	MVDP01000053.1||full_1	36
MVDP01000053.1||full_1__00037	MVDP01000053.1||full_1	37
MVDP01000053.1||full_1__00038	MVDP01000053.1||full_1	38
MVDP01000053.1||full_1__00039	MVDP01000053.1||full_1	39
MVDP01000053.1||full_1__00040	MVDP01000053.1||full_1	40
MVDP01000053.1||full_1__00041	MVDP01000053.1||full_1	41
MVDP01000053.1||full_1__00042	MVDP01000053.1||full_1	42
MVDP01000053.1||full_1__00043	MVDP01000053.1||full_1	43
MVDP01000053.1||full_1__00044	MVDP01000053.1||full_1	44
MVDP01000053.1||full_1__00045	MVDP01000053.1||full_1	45
MVDP01000053.1||full_1__00046	MVDP01000053.1||full_1	46
MVDP01000053.1||full_1__00047	MVDP01000053.1||full_1	47
MVDP01000053.1||full_1__00048	MVDP01000053.1||full_1	48
MVDP01000053.1||full_1__00049	MVDP01000053.1||full_1	49
MVDP01000053.1||full_1__00050	MVDP01000053.1||full_1	50
MVDP01000053.1||full_1__00051	MVDP01000053.1||full_1	51
MVDP01000053.1||full_1__00052	MVDP01000053.1||full_1	52
MVDP01000055.1||0_partial_1__00001	MVDP01000055.1||0_partial_1	1
MVDP01000055.1||0_partial_1__00002	MVDP01000055.1||0_partial_1	2
MVDP01000055.1||0_partial_1__00003	MVDP01000055.1||0_partial_1	3
MVDP01000055.1||0_partial_1__00004	MVDP01000055.1||0_partial_1	4
MVDP01000055.1||0_partial_1__00005	MVDP01000055.1||0_partial_1	5
MVDP01000055.1||0_partial_1__00006	MVDP01000055.1||0_partial_1	6
MVDP01000055.1||0_partial_1__00007	MVDP01000055.1||0_partial_1	7
MVDP01000055.1||0_partial_1__00008	MVDP01000055.1||0_partial_1	8
MVDP01000055.1||0_partial_1__00009	MVDP01000055.1||0_partial_1	9
MVDP01000055.1||0_partial_1__00010	MVDP01000055.1||0_partial_1	10
MVDP01000055.1||0_partial_1__00011	MVDP01000055.1||0_partial_1	11
MVDP01000055.1||0_partial_1__00012	MVDP01000055.1||0_partial_1	12
MVDP01000055.1||0_partial_1__00013	MVDP01000055.1||0_partial_1	13
MVDP01000055.1||0_partial_1__00014	MVDP01000055.1||0_partial_1	14
MVDP01000055.1||0_partial_1__00015	MVDP01000055.1||0_partial_1	15
MVDP01000055.1||0_partial_1__00017	MVDP01000055.1||0_partial_1	17
MVDP01000055.1||0_partial_1__00018	MVDP01000055.1||0_partial_1	18
MVDP01000055.1||0_partial_1__00019	MVDP01000055.1||0_partial_1	19
MVDP01000055.1||0_partial_1__00020	MVDP01000055.1||0_partial_1	20
MVDP01000055.1||0_partial_1__00021	MVDP01000055.1||0_partial_1	21
MZNE01000010.1||full_1__00001	MZNE01000010.1||full_1	1
MZNE01000010.1||full_1__00002	MZNE01000010.1||full_1	2
MZNE01000010.1||full_1__00003	MZNE01000010.1||full_1	3
MZNE01000010.1||full_1__00004	MZNE01000010.1||full_1	4
MZNE01000010.1||full_1__00005	MZNE01000010.1||full_1	5
MZNE01000010.1||full_1__00006	MZNE01000010.1||full_1	6
MZNE01000010.1||full_1__00007	MZNE01000010.1||full_1	7
MZNE01000010.1||full_1__00008	MZNE01000010.1||full_1	8
MZNE01000010.1||full_1__00009	MZNE01000010.1||full_1	9
MZNE01000010.1||full_1__00010	MZNE01000010.1||full_1	10
MZNE01000010.1||full_1__00011	MZNE01000010.1||full_1	11
MZNE01000010.1||full_1__00012	MZNE01000010.1||full_1	12
MZNE01000010.1||full_1__00013	MZNE01000010.1||full_1	13
MZNE01000010.1||full_1__00014	MZNE01000010.1||full_1	14
MZNE01000010.1||full_1__00015	MZNE01000010.1||full_1	15
MZNE01000010.1||full_1__00016	MZNE01000010.1||full_1	16
MZNE01000010.1||full_1__00017	MZNE01000010.1||full_1	17
MZNE01000010.1||full_1__00018	MZNE01000010.1||full_1	18
MZNE01000010.1||full_1__00019	MZNE01000010.1||full_1	19
MZNE01000010.1||full_1__00020	MZNE01000010.1||full_1	20
MZNE01000010.1||full_1__00021	MZNE01000010.1||full_1	21
MZNE01000010.1||full_1__00022	MZNE01000010.1||full_1	22
MZNE01000010.1||full_1__00023	MZNE01000010.1||full_1	23
MZNE01000010.1||full_1__00024	MZNE01000010.1||full_1	24
MZNE01000010.1||full_1__00025	MZNE01000010.1||full_1	25
MZNE01000010.1||full_1__00026	MZNE01000010.1||full_1	26
MZNE01000010.1||full_1__00027	MZNE01000010.1||full_1	27
MZNE01000010.1||full_1__00028	MZNE01000010.1||full_1	28
MZNE01000010.1||full_1__00029	MZNE01000010.1||full_1	29
MZNE01000010.1||full_1__00030	MZNE01000010.1||full_1	30
MZNE01000010.1||full_1__00031	MZNE01000010.1||full_1	31
MZNE01000010.1||full_1__00032	MZNE01000010.1||full_1	32
MZNE01000010.1||full_1__00033	MZNE01000010.1||full_1	33
MZNE01000010.1||full_1__00034	MZNE01000010.1||full_1	34
MZNE01000010.1||full_1__00035	MZNE01000010.1||full_1	35
MZNE01000010.1||full_1__00036	MZNE01000010.1||full_1	36
MZNE01000019.1||full_1__00002	MZNE01000019.1||full_1	2
MZNE01000019.1||full_1__00003	MZNE01000019.1||full_1	3
MZNE01000019.1||full_1__00004	MZNE01000019.1||full_1	4
MZNE01000019.1||full_1__00005	MZNE01000019.1||full_1	5
MZNE01000019.1||full_1__00006	MZNE01000019.1||full_1	6
MZNE01000019.1||full_1__00007	MZNE01000019.1||full_1	7
MZNE01000019.1||full_1__00008	MZNE01000019.1||full_1	8
MZNE01000019.1||full_1__00009	MZNE01000019.1||full_1	9
MZNE01000019.1||full_1__00010	MZNE01000019.1||full_1	10
MZNE01000019.1||full_1__00011	MZNE01000019.1||full_1	11
MZNE01000019.1||full_1__00012	MZNE01000019.1||full_1	12
MZNE01000019.1||full_1__00013	MZNE01000019.1||full_1	13
MZNE01000019.1||full_1__00014	MZNE01000019.1||full_1	14
MZNE01000019.1||full_1__00015	MZNE01000019.1||full_1	15
MZNE01000019.1||full_1__00016	MZNE01000019.1||full_1	16
MZNE01000019.1||full_1__00017	MZNE01000019.1||full_1	17
MZNE01000019.1||full_1__00018	MZNE01000019.1||full_1	18
MZNE01000019.1||full_1__00019	MZNE01000019.1||full_1	19
MZNE01000019.1||full_1__00020	MZNE01000019.1||full_1	20
MZNE01000019.1||full_1__00021	MZNE01000019.1||full_1	21
MZNE01000019.1||full_1__00022	MZNE01000019.1||full_1	22
MZNE01000019.1||full_1__00023	MZNE01000019.1||full_1	23
MZNE01000019.1||full_1__00024	MZNE01000019.1||full_1	24
MZNE01000019.1||full_1__00025	MZNE01000019.1||full_1	25
MZNE01000019.1||full_1__00026	MZNE01000019.1||full_1	26
MZNE01000019.1||full_1__00027	MZNE01000019.1||full_1	27
MZNE01000019.1||full_1__00028	MZNE01000019.1||full_1	28
MZNE01000019.1||full_1__00029	MZNE01000019.1||full_1	29
MZNE01000019.1||full_1__00030	MZNE01000019.1||full_1	30
MZNE01000019.1||full_1__00031	MZNE01000019.1||full_1	31
MZNE01000019.1||full_1__00032	MZNE01000019.1||full_1	32
MZNE01000019.1||full_1__00033	MZNE01000019.1||full_1	33
MZNE01000019.1||full_1__00034	MZNE01000019.1||full_1	34
MZNE01000041.1||full_1__00001	MZNE01000041.1||full_1	1
MZNE01000041.1||full_1__00002	MZNE01000041.1||full_1	2
MZNE01000041.1||full_1__00003	MZNE01000041.1||full_1	3
MZNE01000041.1||full_1__00004	MZNE01000041.1||full_1	4
MZNE01000041.1||full_1__00005	MZNE01000041.1||full_1	5
MZNE01000041.1||full_1__00006	MZNE01000041.1||full_1	6
MZNE01000041.1||full_1__00007	MZNE01000041.1||full_1	7
MZNE01000041.1||full_1__00008	MZNE01000041.1||full_1	8
MZNE01000041.1||full_1__00009	MZNE01000041.1||full_1	9
MZNE01000041.1||full_1__00010	MZNE01000041.1||full_1	10
MZNE01000041.1||full_1__00011	MZNE01000041.1||full_1	11
MZNE01000041.1||full_1__00012	MZNE01000041.1||full_1	12
MZNE01000041.1||full_1__00013	MZNE01000041.1||full_1	13
MZNE01000041.1||full_1__00014	MZNE01000041.1||full_1	14
MZNE01000041.1||full_1__00015	MZNE01000041.1||full_1	15
MZNE01000041.1||full_1__00016	MZNE01000041.1||full_1	16
MZNE01000041.1||full_1__00017	MZNE01000041.1||full_1	17
MZNE01000041.1||full_1__00018	MZNE01000041.1||full_1	18
MZNE01000041.1||full_1__00019	MZNE01000041.1||full_1	19
MZNE01000041.1||full_1__00020	MZNE01000041.1||full_1	20
MZNE01000041.1||full_1__00021	MZNE01000041.1||full_1	21
MZNE01000041.1||full_1__00022	MZNE01000041.1||full_1	22
MZNE01000041.1||full_1__00023	MZNE01000041.1||full_1	23
MZNE01000041.1||full_1__00024	MZNE01000041.1||full_1	24
MZNE01000041.1||full_1__00025	MZNE01000041.1||full_1	25
MZNE01000041.1||full_1__00026	MZNE01000041.1||full_1	26
MZNE01000041.1||full_1__00027	MZNE01000041.1||full_1	27
MZNE01000041.1||full_1__00028	MZNE01000041.1||full_1	28
MZNE01000041.1||full_1__00029	MZNE01000041.1||full_1	29
MZNE01000078.1||full__00001	MZNE01000078.1||full	1
MZNE01000078.1||full__00002	MZNE01000078.1||full	2
MZNE01000078.1||full__00003	MZNE01000078.1||full	3
MZNE01000078.1||full__00004	MZNE01000078.1||full	4
MZNE01000078.1||full__00005	MZNE01000078.1||full	5
MZNE01000078.1||full__00006	MZNE01000078.1||full	6
MZNE01000078.1||full__00007	MZNE01000078.1||full	7
MZNE01000078.1||full__00008	MZNE01000078.1||full	8
MZNE01000078.1||full__00009	MZNE01000078.1||full	9
MZNE01000078.1||full__00010	MZNE01000078.1||full	10
MZNE01000078.1||full__00011	MZNE01000078.1||full	11
MZNE01000078.1||full__00012	MZNE01000078.1||full	12
MZNE01000078.1||full__00013	MZNE01000078.1||full	13
MZNE01000078.1||full__00014	MZNE01000078.1||full	14
MZNE01000078.1||full__00015	MZNE01000078.1||full	15
MZNE01000078.1||full__00016	MZNE01000078.1||full	16
MZNE01000078.1||full__00017	MZNE01000078.1||full	17
MZNE01000078.1||full__00018	MZNE01000078.1||full	18
MZNE01000088.1||full__00001	MZNE01000088.1||full	1
MZNE01000088.1||full__00002	MZNE01000088.1||full	2
MZNE01000088.1||full__00003	MZNE01000088.1||full	3
MZNE01000088.1||full__00004	MZNE01000088.1||full	4
MZNE01000088.1||full__00005	MZNE01000088.1||full	5
MZNE01000088.1||full__00006	MZNE01000088.1||full	6
MZNE01000088.1||full__00007	MZNE01000088.1||full	7
MZNE01000088.1||full__00008	MZNE01000088.1||full	8
MZNE01000088.1||full__00009	MZNE01000088.1||full	9
MZNE01000088.1||full__00010	MZNE01000088.1||full	10
MZNE01000088.1||full__00011	MZNE01000088.1||full	11
MZNE01000088.1||full__00012	MZNE01000088.1||full	12
MZNF01000018.1||full_1__00001	MZNF01000018.1||full_1	1
MZNF01000018.1||full_1__00002	MZNF01000018.1||full_1	2
MZNF01000018.1||full_1__00003	MZNF01000018.1||full_1	3
MZNF01000018.1||full_1__00004	MZNF01000018.1||full_1	4
MZNF01000018.1||full_1__00005	MZNF01000018.1||full_1	5
MZNF01000018.1||full_1__00006	MZNF01000018.1||full_1	6
MZNF01000018.1||full_1__00007	MZNF01000018.1||full_1	7
MZNF01000018.1||full_1__00008	MZNF01000018.1||full_1	8
MZNF01000018.1||full_1__00009	MZNF01000018.1||full_1	9
MZNF01000018.1||full_1__00010	MZNF01000018.1||full_1	10
MZNF01000018.1||full_1__00011	MZNF01000018.1||full_1	11
MZNF01000018.1||full_1__00012	MZNF01000018.1||full_1	12
MZNF01000018.1||full_1__00013	MZNF01000018.1||full_1	13
MZNF01000018.1||full_1__00014	MZNF01000018.1||full_1	14
MZNF01000018.1||full_1__00015	MZNF01000018.1||full_1	15
MZNF01000018.1||full_1__00016	MZNF01000018.1||full_1	16
MZNF01000018.1||full_1__00017	MZNF01000018.1||full_1	17
MZNF01000018.1||full_1__00018	MZNF01000018.1||full_1	18
MZNF01000018.1||full_1__00019	MZNF01000018.1||full_1	19
MZNF01000018.1||full_1__00020	MZNF01000018.1||full_1	20
MZNF01000018.1||full_1__00021	MZNF01000018.1||full_1	21
MZNF01000018.1||full_1__00022	MZNF01000018.1||full_1	22
MZNF01000018.1||full_1__00023	MZNF01000018.1||full_1	23
MZNF01000018.1||full_1__00024	MZNF01000018.1||full_1	24
MZNF01000018.1||full_1__00025	MZNF01000018.1||full_1	25
MZNF01000018.1||full_1__00026	MZNF01000018.1||full_1	26
MZNF01000018.1||full_1__00027	MZNF01000018.1||full_1	27
MZNF01000018.1||full_1__00028	MZNF01000018.1||full_1	28
MZNF01000018.1||full_1__00029	MZNF01000018.1||full_1	29
MZNF01000023.1||full_1__00002	MZNF01000023.1||full_1	2
MZNF01000023.1||full_1__00003	MZNF01000023.1||full_1	3
MZNF01000023.1||full_1__00004	MZNF01000023.1||full_1	4
MZNF01000023.1||full_1__00005	MZNF01000023.1||full_1	5
MZNF01000023.1||full_1__00006	MZNF01000023.1||full_1	6
MZNF01000023.1||full_1__00007	MZNF01000023.1||full_1	7
MZNF01000023.1||full_1__00008	MZNF01000023.1||full_1	8
MZNF01000023.1||full_1__00009	MZNF01000023.1||full_1	9
MZNF01000023.1||full_1__00010	MZNF01000023.1||full_1	10
MZNF01000023.1||full_1__00011	MZNF01000023.1||full_1	11
MZNF01000023.1||full_1__00012	MZNF01000023.1||full_1	12
MZNF01000023.1||full_1__00013	MZNF01000023.1||full_1	13
MZNF01000023.1||full_1__00014	MZNF01000023.1||full_1	14
MZNF01000023.1||full_1__00015	MZNF01000023.1||full_1	15
MZNF01000023.1||full_1__00016	MZNF01000023.1||full_1	16
MZNF01000023.1||full_1__00017	MZNF01000023.1||full_1	17
MZNF01000023.1||full_1__00018	MZNF01000023.1||full_1	18
MZNF01000023.1||full_1__00019	MZNF01000023.1||full_1	19
MZNF01000023.1||full_1__00020	MZNF01000023.1||full_1	20
MZNF01000023.1||full_1__00021	MZNF01000023.1||full_1	21
MZNF01000023.1||full_1__00022	MZNF01000023.1||full_1	22
MZNF01000023.1||full_1__00023	MZNF01000023.1||full_1	23
MZNF01000023.1||full_1__00024	MZNF01000023.1||full_1	24
MZNF01000023.1||full_1__00025	MZNF01000023.1||full_1	25
MZNF01000023.1||full_1__00026	MZNF01000023.1||full_1	26
MZNF01000023.1||full_1__00027	MZNF01000023.1||full_1	27
MZNF01000023.1||full_1__00028	MZNF01000023.1||full_1	28
MZNF01000023.1||full_1__00029	MZNF01000023.1||full_1	29
MZNF01000023.1||full_1__00030	MZNF01000023.1||full_1	30
