protein	phage_seq	prot_num
MZNF01000023.1||full_1__00031	MZNF01000023.1||full_1	31
MZNF01000023.1||full_1__00032	MZNF01000023.1||full_1	32
MZNF01000023.1||full_1__00033	MZNF01000023.1||full_1	33
MZNF01000023.1||full_1__00034	MZNF01000023.1||full_1	34
MZNF01000031.1||full_1__00002	MZNF01000031.1||full_1	2
MZNF01000031.1||full_1__00003	MZNF01000031.1||full_1	3
MZNF01000031.1||full_1__00004	MZNF01000031.1||full_1	4
MZNF01000031.1||full_1__00005	MZNF01000031.1||full_1	5
MZNF01000031.1||full_1__00006	MZNF01000031.1||full_1	6
MZNF01000031.1||full_1__00007	MZNF01000031.1||full_1	7
MZNF01000031.1||full_1__00008	MZNF01000031.1||full_1	8
MZNF01000031.1||full_1__00009	MZNF01000031.1||full_1	9
MZNF01000031.1||full_1__00010	MZNF01000031.1||full_1	10
MZNF01000031.1||full_1__00011	MZNF01000031.1||full_1	11
MZNF01000031.1||full_1__00012	MZNF01000031.1||full_1	12
MZNF01000031.1||full_1__00013	MZNF01000031.1||full_1	13
MZNF01000031.1||full_1__00014	MZNF01000031.1||full_1	14
MZNF01000031.1||full_1__00015	MZNF01000031.1||full_1	15
MZNF01000031.1||full_1__00016	MZNF01000031.1||full_1	16
MZNF01000031.1||full_1__00017	MZNF01000031.1||full_1	17
MZNF01000031.1||full_1__00018	MZNF01000031.1||full_1	18
MZNF01000031.1||full_1__00019	MZNF01000031.1||full_1	19
MZNF01000031.1||full_1__00020	MZNF01000031.1||full_1	20
MZNF01000031.1||full_1__00021	MZNF01000031.1||full_1	21
MZNF01000031.1||full_1__00022	MZNF01000031.1||full_1	22
MZNF01000031.1||full_1__00023	MZNF01000031.1||full_1	23
MZNF01000031.1||full_1__00024	MZNF01000031.1||full_1	24
MZNF01000031.1||full_1__00025	MZNF01000031.1||full_1	25
MZNF01000031.1||full_1__00026	MZNF01000031.1||full_1	26
MZNF01000031.1||full_1__00027	MZNF01000031.1||full_1	27
MZNF01000031.1||full_1__00028	MZNF01000031.1||full_1	28
MZNF01000031.1||full_1__00029	MZNF01000031.1||full_1	29
MZNF01000031.1||full_1__00030	MZNF01000031.1||full_1	30
MZNF01000031.1||full_1__00031	MZNF01000031.1||full_1	31
MZNF01000031.1||full_1__00032	MZNF01000031.1||full_1	32
MZNF01000031.1||full_1__00033	MZNF01000031.1||full_1	33
MZNF01000031.1||full_1__00034	MZNF01000031.1||full_1	34
MZNF01000031.1||full_1__00035	MZNF01000031.1||full_1	35
MZNF01000031.1||full_1__00036	MZNF01000031.1||full_1	36
MZNF01000033.1||full_1__00001	MZNF01000033.1||full_1	1
MZNF01000033.1||full_1__00002	MZNF01000033.1||full_1	2
MZNF01000033.1||full_1__00003	MZNF01000033.1||full_1	3
MZNF01000033.1||full_1__00004	MZNF01000033.1||full_1	4
MZNF01000033.1||full_1__00005	MZNF01000033.1||full_1	5
MZNF01000033.1||full_1__00006	MZNF01000033.1||full_1	6
MZNF01000033.1||full_1__00007	MZNF01000033.1||full_1	7
MZNF01000033.1||full_1__00008	MZNF01000033.1||full_1	8
MZNF01000033.1||full_1__00009	MZNF01000033.1||full_1	9
MZNF01000033.1||full_1__00010	MZNF01000033.1||full_1	10
MZNF01000033.1||full_1__00011	MZNF01000033.1||full_1	11
MZNF01000033.1||full_1__00012	MZNF01000033.1||full_1	12
MZNF01000033.1||full_1__00013	MZNF01000033.1||full_1	13
MZNF01000033.1||full_1__00014	MZNF01000033.1||full_1	14
MZNF01000033.1||full_1__00015	MZNF01000033.1||full_1	15
MZNF01000033.1||full_1__00016	MZNF01000033.1||full_1	16
MZNF01000033.1||full_1__00017	MZNF01000033.1||full_1	17
MZNF01000033.1||full_1__00018	MZNF01000033.1||full_1	18
MZNF01000033.1||full_1__00019	MZNF01000033.1||full_1	19
MZNF01000033.1||full_1__00020	MZNF01000033.1||full_1	20
MZNF01000033.1||full_1__00021	MZNF01000033.1||full_1	21
MZNF01000033.1||full_1__00022	MZNF01000033.1||full_1	22
MZNF01000033.1||full_1__00023	MZNF01000033.1||full_1	23
MZNF01000033.1||full_1__00024	MZNF01000033.1||full_1	24
MZNF01000033.1||full_1__00025	MZNF01000033.1||full_1	25
MZNF01000033.1||full_1__00026	MZNF01000033.1||full_1	26
MZNF01000033.1||full_1__00027	MZNF01000033.1||full_1	27
MZNF01000033.1||full_1__00028	MZNF01000033.1||full_1	28
MZNF01000033.1||full_1__00029	MZNF01000033.1||full_1	29
MZNF01000033.1||full_1__00030	MZNF01000033.1||full_1	30
MZNF01000033.1||full_1__00031	MZNF01000033.1||full_1	31
MZNF01000033.1||full_1__00032	MZNF01000033.1||full_1	32
MZNF01000033.1||full_1__00033	MZNF01000033.1||full_1	33
MZNF01000033.1||full_1__00034	MZNF01000033.1||full_1	34
MZNF01000033.1||full_1__00035	MZNF01000033.1||full_1	35
MZNF01000033.1||full_1__00036	MZNF01000033.1||full_1	36
MZNF01000033.1||full_1__00037	MZNF01000033.1||full_1	37
MZNF01000033.1||full_1__00038	MZNF01000033.1||full_1	38
MZNF01000033.1||full_1__00039	MZNF01000033.1||full_1	39
MZNF01000033.1||full_1__00040	MZNF01000033.1||full_1	40
MZNF01000033.1||full_1__00041	MZNF01000033.1||full_1	41
MZNF01000033.1||full_1__00042	MZNF01000033.1||full_1	42
MZNF01000033.1||full_1__00043	MZNF01000033.1||full_1	43
MZNF01000033.1||full_1__00044	MZNF01000033.1||full_1	44
MZNF01000033.1||full_1__00045	MZNF01000033.1||full_1	45
MZNF01000033.1||full_1__00046	MZNF01000033.1||full_1	46
MZNF01000033.1||full_1__00047	MZNF01000033.1||full_1	47
MZNF01000033.1||full_1__00048	MZNF01000033.1||full_1	48
MZNF01000033.1||full_1__00049	MZNF01000033.1||full_1	49
MZNF01000033.1||full_1__00050	MZNF01000033.1||full_1	50
MZNF01000033.1||full_1__00051	MZNF01000033.1||full_1	51
MZNF01000033.1||full_1__00052	MZNF01000033.1||full_1	52
MZNG01000103.1||full__00001	MZNG01000103.1||full	1
MZNG01000103.1||full__00002	MZNG01000103.1||full	2
MZNG01000103.1||full__00003	MZNG01000103.1||full	3
MZNG01000103.1||full__00004	MZNG01000103.1||full	4
MZNG01000103.1||full__00005	MZNG01000103.1||full	5
MZNG01000103.1||full__00006	MZNG01000103.1||full	6
MZNG01000103.1||full__00007	MZNG01000103.1||full	7
MZNG01000103.1||full__00008	MZNG01000103.1||full	8
MZNG01000103.1||full__00009	MZNG01000103.1||full	9
MZNG01000103.1||full__00010	MZNG01000103.1||full	10
MZNG01000103.1||full__00011	MZNG01000103.1||full	11
MZNH01000051.1||full__00001	MZNH01000051.1||full	1
MZNH01000051.1||full__00002	MZNH01000051.1||full	2
MZNH01000051.1||full__00003	MZNH01000051.1||full	3
MZNH01000051.1||full__00004	MZNH01000051.1||full	4
MZNH01000051.1||full__00005	MZNH01000051.1||full	5
MZNH01000051.1||full__00006	MZNH01000051.1||full	6
MZNH01000051.1||full__00007	MZNH01000051.1||full	7
MZNH01000051.1||full__00008	MZNH01000051.1||full	8
MZNH01000051.1||full__00009	MZNH01000051.1||full	9
MZNH01000051.1||full__00010	MZNH01000051.1||full	10
MZNH01000051.1||full__00011	MZNH01000051.1||full	11
MZNH01000051.1||full__00012	MZNH01000051.1||full	12
MZNH01000124.1||full__00001	MZNH01000124.1||full	1
MZNH01000124.1||full__00002	MZNH01000124.1||full	2
MZNH01000124.1||full__00003	MZNH01000124.1||full	3
MZNH01000124.1||full__00004	MZNH01000124.1||full	4
MZNH01000124.1||full__00005	MZNH01000124.1||full	5
MZNH01000124.1||full__00006	MZNH01000124.1||full	6
MZNH01000124.1||full__00007	MZNH01000124.1||full	7
MZNH01000124.1||full__00008	MZNH01000124.1||full	8
MZNH01000124.1||full__00009	MZNH01000124.1||full	9
MZNH01000124.1||full__00010	MZNH01000124.1||full	10
MZNH01000124.1||full__00011	MZNH01000124.1||full	11
MZNH01000124.1||full__00012	MZNH01000124.1||full	12
MZNH01000138.1||full__00001	MZNH01000138.1||full	1
MZNH01000138.1||full__00002	MZNH01000138.1||full	2
MZNH01000138.1||full__00003	MZNH01000138.1||full	3
MZNH01000138.1||full__00004	MZNH01000138.1||full	4
MZNH01000138.1||full__00005	MZNH01000138.1||full	5
MZNH01000138.1||full__00006	MZNH01000138.1||full	6
MZNH01000138.1||full__00007	MZNH01000138.1||full	7
MZNH01000138.1||full__00008	MZNH01000138.1||full	8
MZNH01000138.1||full__00009	MZNH01000138.1||full	9
MZNH01000138.1||full__00010	MZNH01000138.1||full	10
MZNI01000007.1||full_1__00001	MZNI01000007.1||full_1	1
MZNI01000007.1||full_1__00002	MZNI01000007.1||full_1	2
MZNI01000007.1||full_1__00003	MZNI01000007.1||full_1	3
MZNI01000007.1||full_1__00004	MZNI01000007.1||full_1	4
MZNI01000007.1||full_1__00005	MZNI01000007.1||full_1	5
MZNI01000007.1||full_1__00006	MZNI01000007.1||full_1	6
MZNI01000007.1||full_1__00007	MZNI01000007.1||full_1	7
MZNI01000007.1||full_1__00008	MZNI01000007.1||full_1	8
MZNI01000007.1||full_1__00009	MZNI01000007.1||full_1	9
MZNI01000007.1||full_1__00010	MZNI01000007.1||full_1	10
MZNI01000007.1||full_1__00011	MZNI01000007.1||full_1	11
MZNI01000007.1||full_1__00012	MZNI01000007.1||full_1	12
MZNI01000007.1||full_1__00013	MZNI01000007.1||full_1	13
MZNI01000007.1||full_1__00014	MZNI01000007.1||full_1	14
MZNI01000007.1||full_1__00015	MZNI01000007.1||full_1	15
MZNI01000007.1||full_1__00016	MZNI01000007.1||full_1	16
MZNI01000007.1||full_1__00017	MZNI01000007.1||full_1	17
MZNI01000007.1||full_1__00018	MZNI01000007.1||full_1	18
MZNI01000007.1||full_1__00019	MZNI01000007.1||full_1	19
MZNI01000007.1||full_1__00020	MZNI01000007.1||full_1	20
MZNI01000007.1||full_1__00021	MZNI01000007.1||full_1	21
MZNI01000007.1||full_1__00022	MZNI01000007.1||full_1	22
MZNI01000007.1||full_1__00023	MZNI01000007.1||full_1	23
MZNI01000007.1||full_1__00024	MZNI01000007.1||full_1	24
MZNI01000007.1||full_1__00025	MZNI01000007.1||full_1	25
MZNI01000007.1||full_1__00026	MZNI01000007.1||full_1	26
MZNI01000007.1||full_1__00027	MZNI01000007.1||full_1	27
MZNI01000007.1||full_1__00028	MZNI01000007.1||full_1	28
MZNI01000007.1||full_1__00029	MZNI01000007.1||full_1	29
MZNI01000007.1||full_1__00030	MZNI01000007.1||full_1	30
MZNI01000007.1||full_1__00031	MZNI01000007.1||full_1	31
MZNI01000007.1||full_1__00032	MZNI01000007.1||full_1	32
MZNI01000007.1||full_1__00033	MZNI01000007.1||full_1	33
MZNI01000007.1||full_1__00034	MZNI01000007.1||full_1	34
MZNI01000007.1||full_1__00035	MZNI01000007.1||full_1	35
MZNI01000007.1||full_1__00036	MZNI01000007.1||full_1	36
MZNI01000007.1||full_1__00037	MZNI01000007.1||full_1	37
MZNI01000007.1||full_1__00038	MZNI01000007.1||full_1	38
MZNI01000007.1||full_1__00040	MZNI01000007.1||full_1	40
MZNI01000007.1||full_1__00041	MZNI01000007.1||full_1	41
MZNI01000007.1||full_1__00042	MZNI01000007.1||full_1	42
MZNI01000007.1||full_1__00043	MZNI01000007.1||full_1	43
MZNI01000007.1||full_1__00044	MZNI01000007.1||full_1	44
MZNI01000007.1||full_1__00045	MZNI01000007.1||full_1	45
MZNI01000007.1||full_1__00046	MZNI01000007.1||full_1	46
MZNI01000007.1||full_1__00047	MZNI01000007.1||full_1	47
MZNI01000007.1||full_1__00048	MZNI01000007.1||full_1	48
MZNI01000007.1||full_1__00049	MZNI01000007.1||full_1	49
MZNI01000007.1||full_1__00050	MZNI01000007.1||full_1	50
MZNI01000007.1||full_1__00051	MZNI01000007.1||full_1	51
MZNI01000007.1||full_1__00052	MZNI01000007.1||full_1	52
MZNI01000007.1||full_1__00053	MZNI01000007.1||full_1	53
MZNI01000007.1||full_1__00054	MZNI01000007.1||full_1	54
MZNI01000007.1||full_1__00055	MZNI01000007.1||full_1	55
MZNI01000007.1||full_1__00056	MZNI01000007.1||full_1	56
MZNI01000007.1||full_1__00057	MZNI01000007.1||full_1	57
MZNI01000007.1||full_1__00058	MZNI01000007.1||full_1	58
MZNI01000007.1||full_1__00059	MZNI01000007.1||full_1	59
MZNI01000007.1||full_1__00060	MZNI01000007.1||full_1	60
MZNI01000007.1||full_1__00061	MZNI01000007.1||full_1	61
MZNI01000010.1||0_partial_1__00001	MZNI01000010.1||0_partial_1	1
MZNI01000010.1||0_partial_1__00002	MZNI01000010.1||0_partial_1	2
MZNI01000010.1||0_partial_1__00003	MZNI01000010.1||0_partial_1	3
MZNI01000010.1||0_partial_1__00004	MZNI01000010.1||0_partial_1	4
MZNI01000010.1||0_partial_1__00005	MZNI01000010.1||0_partial_1	5
MZNI01000010.1||0_partial_1__00006	MZNI01000010.1||0_partial_1	6
MZNI01000010.1||0_partial_1__00007	MZNI01000010.1||0_partial_1	7
MZNI01000010.1||0_partial_1__00008	MZNI01000010.1||0_partial_1	8
MZNI01000010.1||0_partial_1__00009	MZNI01000010.1||0_partial_1	9
MZNI01000010.1||0_partial_1__00010	MZNI01000010.1||0_partial_1	10
MZNI01000010.1||0_partial_1__00011	MZNI01000010.1||0_partial_1	11
MZNI01000010.1||0_partial_1__00012	MZNI01000010.1||0_partial_1	12
MZNI01000010.1||0_partial_1__00013	MZNI01000010.1||0_partial_1	13
MZNI01000010.1||0_partial_1__00014	MZNI01000010.1||0_partial_1	14
MZNI01000010.1||0_partial_1__00015	MZNI01000010.1||0_partial_1	15
MZNI01000010.1||0_partial_1__00016	MZNI01000010.1||0_partial_1	16
MZNI01000010.1||0_partial_1__00017	MZNI01000010.1||0_partial_1	17
MZNI01000010.1||0_partial_1__00018	MZNI01000010.1||0_partial_1	18
MZNI01000010.1||0_partial_1__00019	MZNI01000010.1||0_partial_1	19
MZNI01000033.1||full_1__00001	MZNI01000033.1||full_1	1
MZNI01000033.1||full_1__00003	MZNI01000033.1||full_1	3
MZNI01000033.1||full_1__00004	MZNI01000033.1||full_1	4
MZNI01000033.1||full_1__00005	MZNI01000033.1||full_1	5
MZNI01000033.1||full_1__00006	MZNI01000033.1||full_1	6
MZNI01000033.1||full_1__00007	MZNI01000033.1||full_1	7
MZNI01000033.1||full_1__00008	MZNI01000033.1||full_1	8
MZNI01000033.1||full_1__00009	MZNI01000033.1||full_1	9
MZNI01000033.1||full_1__00010	MZNI01000033.1||full_1	10
MZNI01000033.1||full_1__00011	MZNI01000033.1||full_1	11
MZNI01000033.1||full_1__00012	MZNI01000033.1||full_1	12
MZNI01000033.1||full_1__00013	MZNI01000033.1||full_1	13
MZNI01000033.1||full_1__00014	MZNI01000033.1||full_1	14
MZNI01000057.1||full__00001	MZNI01000057.1||full	1
MZNI01000057.1||full__00002	MZNI01000057.1||full	2
MZNI01000057.1||full__00003	MZNI01000057.1||full	3
MZNI01000057.1||full__00004	MZNI01000057.1||full	4
MZNI01000057.1||full__00005	MZNI01000057.1||full	5
MZNI01000057.1||full__00006	MZNI01000057.1||full	6
MZNI01000057.1||full__00007	MZNI01000057.1||full	7
MZNI01000057.1||full__00008	MZNI01000057.1||full	8
MZNI01000057.1||full__00009	MZNI01000057.1||full	9
MZNI01000057.1||full__00010	MZNI01000057.1||full	10
MZNI01000057.1||full__00011	MZNI01000057.1||full	11
MZNI01000057.1||full__00012	MZNI01000057.1||full	12
MZNI01000057.1||full__00013	MZNI01000057.1||full	13
MZNI01000057.1||full__00014	MZNI01000057.1||full	14
MZNI01000057.1||full__00015	MZNI01000057.1||full	15
MZNI01000057.1||full__00016	MZNI01000057.1||full	16
MZNI01000057.1||full__00017	MZNI01000057.1||full	17
MZNI01000057.1||full__00018	MZNI01000057.1||full	18
MZNI01000057.1||full__00019	MZNI01000057.1||full	19
MZNI01000057.1||full__00020	MZNI01000057.1||full	20
MZNI01000057.1||full__00021	MZNI01000057.1||full	21
NAGW01000048.1||0_partial__00001	NAGW01000048.1||0_partial	1
NAGW01000048.1||0_partial__00002	NAGW01000048.1||0_partial	2
NAGW01000048.1||0_partial__00003	NAGW01000048.1||0_partial	3
NAGW01000048.1||0_partial__00004	NAGW01000048.1||0_partial	4
NAGW01000048.1||0_partial__00005	NAGW01000048.1||0_partial	5
NAGW01000048.1||0_partial__00006	NAGW01000048.1||0_partial	6
NAGW01000048.1||0_partial__00007	NAGW01000048.1||0_partial	7
NAGW01000048.1||0_partial__00008	NAGW01000048.1||0_partial	8
NAGW01000048.1||0_partial__00009	NAGW01000048.1||0_partial	9
NAGW01000048.1||0_partial__00011	NAGW01000048.1||0_partial	11
NAGW01000048.1||0_partial__00012	NAGW01000048.1||0_partial	12
NAGW01000048.1||0_partial__00013	NAGW01000048.1||0_partial	13
NAGW01000048.1||0_partial__00014	NAGW01000048.1||0_partial	14
NAGW01000048.1||0_partial__00015	NAGW01000048.1||0_partial	15
NAGW01000048.1||0_partial__00016	NAGW01000048.1||0_partial	16
NAGW01000077.1||full_1__00001	NAGW01000077.1||full_1	1
NAGW01000077.1||full_1__00002	NAGW01000077.1||full_1	2
NAGW01000077.1||full_1__00003	NAGW01000077.1||full_1	3
NAGW01000077.1||full_1__00004	NAGW01000077.1||full_1	4
NAGW01000077.1||full_1__00005	NAGW01000077.1||full_1	5
NAGW01000077.1||full_1__00006	NAGW01000077.1||full_1	6
NAGW01000077.1||full_1__00007	NAGW01000077.1||full_1	7
NAGW01000077.1||full_1__00008	NAGW01000077.1||full_1	8
NAGW01000077.1||full_1__00009	NAGW01000077.1||full_1	9
NAGW01000077.1||full_1__00010	NAGW01000077.1||full_1	10
NAGW01000077.1||full_1__00011	NAGW01000077.1||full_1	11
NAGW01000077.1||full_1__00012	NAGW01000077.1||full_1	12
NAGW01000077.1||full_1__00013	NAGW01000077.1||full_1	13
NAGW01000077.1||full_1__00014	NAGW01000077.1||full_1	14
NAGW01000077.1||full_1__00015	NAGW01000077.1||full_1	15
NAGW01000077.1||full_1__00016	NAGW01000077.1||full_1	16
NAGW01000077.1||full_1__00017	NAGW01000077.1||full_1	17
NAGW01000077.1||full_1__00018	NAGW01000077.1||full_1	18
NAGW01000077.1||full_1__00019	NAGW01000077.1||full_1	19
NAGW01000077.1||full_1__00020	NAGW01000077.1||full_1	20
NAGW01000077.1||full_1__00021	NAGW01000077.1||full_1	21
NAGW01000077.1||full_1__00022	NAGW01000077.1||full_1	22
NAGW01000077.1||full_1__00023	NAGW01000077.1||full_1	23
NAGW01000077.1||full_1__00024	NAGW01000077.1||full_1	24
NAGW01000077.1||full_1__00025	NAGW01000077.1||full_1	25
NAGW01000077.1||full_1__00026	NAGW01000077.1||full_1	26
NAGW01000077.1||full_1__00027	NAGW01000077.1||full_1	27
NAGW01000077.1||full_1__00028	NAGW01000077.1||full_1	28
NAGW01000077.1||full_1__00029	NAGW01000077.1||full_1	29
NAGW01000077.1||full_1__00030	NAGW01000077.1||full_1	30
NAGW01000077.1||full_1__00031	NAGW01000077.1||full_1	31
NAGW01000077.1||full_1__00032	NAGW01000077.1||full_1	32
NAGW01000077.1||full_1__00033	NAGW01000077.1||full_1	33
NAGW01000077.1||full_1__00034	NAGW01000077.1||full_1	34
NAGW01000077.1||full_1__00035	NAGW01000077.1||full_1	35
NAGW01000077.1||full_1__00036	NAGW01000077.1||full_1	36
NAGW01000077.1||full_1__00037	NAGW01000077.1||full_1	37
NAGW01000077.1||full_1__00038	NAGW01000077.1||full_1	38
NAGW01000077.1||full_1__00039	NAGW01000077.1||full_1	39
NAGW01000077.1||full_1__00040	NAGW01000077.1||full_1	40
NAGW01000077.1||full_1__00041	NAGW01000077.1||full_1	41
NAGW01000077.1||full_1__00042	NAGW01000077.1||full_1	42
NAGW01000077.1||full_1__00043	NAGW01000077.1||full_1	43
NAGW01000077.1||full_1__00044	NAGW01000077.1||full_1	44
NAGW01000077.1||full_1__00045	NAGW01000077.1||full_1	45
NAGW01000077.1||full_1__00046	NAGW01000077.1||full_1	46
NAGW01000077.1||full_1__00047	NAGW01000077.1||full_1	47
NAGW01000077.1||full_1__00048	NAGW01000077.1||full_1	48
NAGW01000077.1||full_1__00049	NAGW01000077.1||full_1	49
NAGW01000077.1||full_1__00050	NAGW01000077.1||full_1	50
NAGW01000077.1||full_1__00051	NAGW01000077.1||full_1	51
NAGW01000077.1||full_1__00052	NAGW01000077.1||full_1	52
NAGW01000077.1||full_1__00053	NAGW01000077.1||full_1	53
NAGW01000077.1||full_1__00054	NAGW01000077.1||full_1	54
NAGW01000077.1||full_1__00055	NAGW01000077.1||full_1	55
NAGW01000077.1||full_1__00056	NAGW01000077.1||full_1	56
NAGW01000077.1||full_1__00057	NAGW01000077.1||full_1	57
NAGW01000077.1||full_1__00058	NAGW01000077.1||full_1	58
NAGW01000077.1||full_1__00059	NAGW01000077.1||full_1	59
NAGW01000077.1||full_1__00060	NAGW01000077.1||full_1	60
NAGW01000077.1||full_1__00061	NAGW01000077.1||full_1	61
NAGW01000077.1||full_1__00062	NAGW01000077.1||full_1	62
NAGW01000077.1||full_1__00063	NAGW01000077.1||full_1	63
NAGW01000077.1||full_1__00064	NAGW01000077.1||full_1	64
NAGW01000077.1||full_1__00065	NAGW01000077.1||full_1	65
NAGW01000077.1||full_1__00066	NAGW01000077.1||full_1	66
NAGW01000077.1||full_1__00067	NAGW01000077.1||full_1	67
NAGW01000077.1||full_1__00068	NAGW01000077.1||full_1	68
NAGW01000077.1||full_1__00069	NAGW01000077.1||full_1	69
NAGW01000077.1||full_1__00070	NAGW01000077.1||full_1	70
NAGW01000077.1||full_1__00071	NAGW01000077.1||full_1	71
NAGW01000077.1||full_1__00072	NAGW01000077.1||full_1	72
NAGW01000077.1||full_1__00073	NAGW01000077.1||full_1	73
NAGW01000077.1||full_1__00074	NAGW01000077.1||full_1	74
NAGW01000079.1||full_1__00001	NAGW01000079.1||full_1	1
NAGW01000079.1||full_1__00002	NAGW01000079.1||full_1	2
NAGW01000079.1||full_1__00003	NAGW01000079.1||full_1	3
NAGW01000079.1||full_1__00004	NAGW01000079.1||full_1	4
NAGW01000079.1||full_1__00005	NAGW01000079.1||full_1	5
NAGW01000079.1||full_1__00006	NAGW01000079.1||full_1	6
NAGW01000079.1||full_1__00007	NAGW01000079.1||full_1	7
NAGW01000079.1||full_1__00008	NAGW01000079.1||full_1	8
NAGW01000079.1||full_1__00009	NAGW01000079.1||full_1	9
NAGW01000079.1||full_1__00010	NAGW01000079.1||full_1	10
NAGW01000079.1||full_1__00011	NAGW01000079.1||full_1	11
NAGW01000079.1||full_1__00012	NAGW01000079.1||full_1	12
NAGW01000079.1||full_1__00013	NAGW01000079.1||full_1	13
NAGW01000079.1||full_1__00014	NAGW01000079.1||full_1	14
NAGW01000079.1||full_1__00015	NAGW01000079.1||full_1	15
NAGW01000079.1||full_1__00016	NAGW01000079.1||full_1	16
NAGW01000079.1||full_1__00017	NAGW01000079.1||full_1	17
NAGW01000079.1||full_1__00018	NAGW01000079.1||full_1	18
NAGW01000079.1||full_1__00019	NAGW01000079.1||full_1	19
NAGW01000079.1||full_1__00020	NAGW01000079.1||full_1	20
NAGW01000079.1||full_1__00021	NAGW01000079.1||full_1	21
NAGW01000079.1||full_1__00022	NAGW01000079.1||full_1	22
NAGW01000079.1||full_1__00023	NAGW01000079.1||full_1	23
NAGW01000079.1||full_1__00024	NAGW01000079.1||full_1	24
NAGW01000079.1||full_1__00025	NAGW01000079.1||full_1	25
NAGW01000079.1||full_1__00026	NAGW01000079.1||full_1	26
NAGW01000079.1||full_1__00027	NAGW01000079.1||full_1	27
NAGW01000079.1||full_1__00028	NAGW01000079.1||full_1	28
NAGW01000079.1||full_1__00029	NAGW01000079.1||full_1	29
NAGW01000079.1||full_1__00030	NAGW01000079.1||full_1	30
